LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,TPS,RPM,TimingAdv,FuelTrim_Low,FuelTrim_Mid,FuelTrim_High,FuelTrim_InUse,O2FeedbackTrim,CoolantTemp,Battery,Speed,Load1B,KnockSum,CoolantTempScaled,WideBandAF,InjPulseWidth,InjDutyCycle,FuelConsumption,MAP,AirTemp,MAFAirTempScaled,ZTXBoost,ZTXEGT,Baro,AirFlow,AccelEnrich,O2Sensor,TargetIdleRPM,O2Sensor2,Gear,AirVol,JDMMAP,KnockSum3E,ISCSteps,CrankSignalSw,IdlePosSw,PwrSteeringSw,ACSwitch,ACRelaySw,InhibitorSw,AFRMAP,LoadCalc,Load11bit4,ECULoad,InjectorLatency,LoadMUT2Byte,RPMMUT2Byte,AirFlowMUT2Byte,OctaneFlag,EGRTemp,MATScaled,WGDC,LoadError,WGDCCorr,GMMAP,MAPScaled,gmas,LC1WidebandO2,WB02,Alt_Maps,ZTXRPM,ZTXTPS,ZTXUser1,ZTXUser2,ZTXConfig,LC1RPM,LC1Battery,LC1Aux1,LC1Aux2,LC1Aux3,LC1Aux4,LC1Aux5,TestE1,TestE4,KnockVoltage,Knock_72,knock_adc,knock_base,knock_var,knock_change,knock_dynamics,knock_flag,EFI_ClearDTC,DLP1Digital,DLP2Digital,DLP3Digital,DLP4Digital,DLP5Digital,DLP6Digital,DLP7Digital,DLP8Digital,DLP1Analog,DLP2Analog,DLP3Analog,DLP4Analog,DLP5Analog,DLP6Analog,DLP7Analog,DLP8Analog,DLP1Temp,DLP2Temp,DLP3Temp,DLP4Temp,DLP5Temp,DLP6Temp,DLP7Temp,DLP8Temp,Bank1,Bank2,Bank3,Bank4,Bank5,Bank6,Custom
56,2014-08-17,15:22:39.97000,6.76714,,100,5812.5,10,11.9140625,1.7578125,0,0,0,192.2,13.71271,63.3798624,0,0,181.4,,16.384,79.36,2.45195931740923,47.59608,91.4,,,,94.57,1406.25,,,,,,192,,40,,,,,,,,9.22352941176471,,,159.375,,,,781.04109375,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2014-08-17,15:22:41.38960,8.18228,,100,6625,17,11.9140625,1.7578125,0,0,0,195.8,13.71271,73.3218016,0,0,183.2,,15.872,88.04,2.55691753176947,47.59608,91.4,,,,94.57,1493.75,,,,,,232,,38,,,,,,,,8.96,,,159.375,,,,932.59078125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2014-08-17,15:22:41.48320,8.28217,,100,6687.5,17,11.9140625,1.7578125,0,0,0,195.8,13.71271,73.3218016,0,0,183.2,,15.872,88.8666666666667,2.53313225240417,47.59608,91.4,,,,94.57,1493.75,,,,,,176,,35,,,,,,,,8.9175355450237,,,159.375,,,,932.6890625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2014-08-17,15:22:41.63920,8.43231,,100,6750,18,11.9140625,1.7578125,0,0,0,195.8,13.71271,73.3218016,0,0,183.2,,15.872,89.6933333333333,2.50978541136819,47.59608,91.4,,,,94.57,1518.75,,,,,,112,,36,,,,,,,,8.87547169811321,,,159.375,,,,957.8490625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2014-08-17,15:22:41.73280,8.53432,,100,6812.5,18,11.9140625,1.7578125,0,0,0,195.8,13.63938,78.2927712,0,0,183.2,,16.128,92.4,2.60143705119782,47.59608,91.4,,,,94.57,1531.25,,,,,,184,,41,,,,,,,,8.79252336448598,,,159.375,,,,957.8490625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2014-08-17,15:22:41.88880,8.68443,,100,6875,18,11.9140625,1.7578125,0,0,0,195.8,13.63938,78.2927712,0,0,183.2,,15.872,91.3466666666667,2.63143464673783,47.59608,91.4,,,,94.57,1556.25,,,,,,144,,41,,,,,,,,8.75162790697674,,,159.375,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2014-08-17,15:22:41.98240,8.78642,,100,6968.75,19,11.9140625,1.7578125,0,0,0,195.8,13.63938,78.2927712,0,0,183.2,,15.872,92.5866666666667,2.5961922184333,47.59608,91.4,,,,94.57,1550,,,,,,104,,40,,,,,,,,8.75162790697674,,,159.375,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2014-08-17,15:22:42.13840,8.93655,,100,7000,20,11.9140625,1.7578125,0,0,0,195.8,13.71271,78.2927712,0,0,183.2,,15.616,91.5,2.62702495661943,47.59608,91.4,,,,94.57,1543.75,,,,,,176,,40,,,,,,,,8.79252336448598,,,159.375,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2014-08-17,15:22:42.23200,9.02853,,100,7093.75,20,11.9140625,1.7578125,0,0,0,195.8,13.63938,78.2927712,0,0,183.2,,15.36,90.8,2.64727735165945,47.59608,91.4,,,,94.57,1537.5,,,,,,176,,40,,,,,,,,8.79252336448598,,,159.375,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2014-08-17,15:22:42.37241,9.17562,,100,7125,20,11.9140625,1.7578125,0,0,0,195.8,13.63938,78.2927712,0,0,183.2,,15.36,91.6,2.62415702544409,47.59608,91.4,,,,94.57,1525,,,,,,120,,40,,,,,,,,8.83380281690141,,,159.375,,,,1033.62390625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2014-08-17,15:22:42.46601,9.2562,,93.3333333333333,7187.5,21,11.9140625,1.7578125,0,0,0,195.8,13.71271,83.2637408,0,0,183.2,,15.104,90.4666666666667,2.82573191854501,47.59608,91.4,,,,94.57,1493.75,,,,,,152,,40,,,,,,,,10.1161290322581,,,118.125,,,,1285.22390625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2014-08-17,15:22:42.60641,9.40084,,22.3529411764706,7062.5,34,11.9140625,1.7578125,0,0,0,195.8,14.07936,83.2637408,0,0,183.2,,1.28,7.33333333333333,34.8592564860508,19.348,91.4,,,,97.02,143.75,,,,,,208,,40,,,,,,,,13.9377777777778,,,18.75,,,,1463.0146875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2014-08-17,15:22:42.70001,9.49783,,18.4313725490196,6687.5,38,11.9140625,1.7578125,0,0,0,195.8,14.00603,83.2637408,0,0,183.2,,1.28,6.93333333333333,36.8703674371691,13.73708,91.4,,,,97.02,175,,,,,,16,,38,,,,,,,,14.0417910447761,,,25.625,,,,1463.0146875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2014-08-17,15:22:42.82481,9.62292,,17.6470588235294,6406.25,38,11.9140625,1.7578125,0,0,0,195.8,14.00603,83.2637408,0,0,183.2,,1.792,9.33333333333333,27.3894158104684,15.4784,93.2,,,,97.02,225,,,,,,16,,38,,,,,,,,12.8,,,61.875,,,,1286.40328125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2014-08-17,15:22:42.93401,9.7319,,100,5875,25,11.9140625,1.7578125,0,0,0,195.8,13.9327,83.2637408,0,0,183.2,,9.984,42.64,5.99518169710066,47.59608,93.2,,,,96.04,862.5,,,,,,112,,45,,,,,,,,10.4533333333333,,,148.125,,,,882.07421875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
